config,dist_metric,w_ade,w_dist,interaction_distance,cap_policy,cap_multiplier,sigma,v0,fit_loss,refined,ade,emd_closest,gap,n_pairs,n_real_gt_sim,sign_p,wilcoxon_p,scenario
w0_id8,emd,1.0,0.0,8.0,median,1.3,1.211020374298096,1.6477418899536138,0.6585778238430979,True,0.6566055950113668,0.6865576824231268,0.678792092165836,26,24,1.049041748046875e-05,5.662441253662109e-07,all
w1_id8,emd,1.0,1.0,8.0,median,1.3,0.6492672967616144,21.28124694289968,1.2221567442058285,True,0.7764829799907967,0.4429017025164359,0.4176140716939913,26,20,0.009355306625366211,0.0005246102809906006,all
