scenario,condition,method,distribution_aware,epsilon,inflation,seed,time_s,speed_ms,min_dist_m,min_ttc_s,collision_count,ade,fde
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,3,18.9,3.093187386598162,3.46890528539325,1.2121921470037411,0,2.3755488570975105,4.26444092089251
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,4,19.900000000000013,2.6467022437629133,3.347687649720465,2.24125482238889,0,2.2824831652857056,4.076484135824796
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,5,18.9,3.104907346142616,3.4972615152541913,1.2141829312453514,0,2.3787920046659345,4.2713829511662365
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,6,18.9,3.0953196383318753,3.4290188345724286,1.2100143351444541,0,2.383166530997258,4.275872171364795
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,7,18.9,3.096242803712536,3.5114205250549912,1.2341352245326385,0,2.372270364928837,4.257894765969003
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,8,19.900000000000013,2.65169618748141,3.200047257586778,1.983810523503576,0,2.313538878414583,4.13956385645452
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,9,18.799999999999997,3.115360128754709,3.4436012615540648,1.1756622255756404,0,2.3860279557935034,4.294377738387312
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,10,19.900000000000013,2.6565197130229286,3.375037979590036,2.249183676461268,0,2.30035251011671,4.110869538839084
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,11,18.9,3.1219872008842806,3.4593732708189533,1.1877715139207377,0,2.392871684466852,4.308071755473208
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,12,19.0,3.098520021423064,3.4497388253320818,1.2113348056823297,0,2.3738923422272133,4.259054504999551
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,13,18.799999999999997,3.131325412829926,3.4680094055089086,1.1833716982876705,0,2.3763551568062318,4.265468874396878
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,14,18.9,3.098304416623081,3.4062086157967495,1.195653101824245,0,2.375175185356843,4.257639088259666
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,15,19.0,3.089673606575035,3.2303672281784457,1.0797457080473825,0,2.3725902544988156,4.259540600307566
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,16,19.900000000000013,2.60224136628459,3.083230733948303,2.0055191200609404,0,2.2910983525835866,4.098008986742024
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,17,18.9,3.103003354218424,3.503846398997132,1.2151986722327304,0,2.3839617312735615,4.285405181041178
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,18,19.900000000000013,1.938185576528714,4.448889636222455,1.7641238832161081,0,2.310938466238747,4.1390607048778785
scenario_01,sgan_robust_eps0.0,sgan,True,0.0,1.0,19,18.9,3.1097921984627397,3.4783460299929088,1.2062489864979669,0,2.380635148195388,4.2722667757550745
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,0,18.099999999999987,3.227969359526945,3.148504838727974,1.0863092853791438,0,2.4156979469373976,4.355760780909787
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,1,18.499999999999993,3.181004992856398,3.2050224380831622,1.188943637128695,0,2.4014551984251287,4.3239118775181975
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,2,18.19999999999999,3.2160853151239874,3.163027103339646,1.1111384039794503,0,2.426863032932855,4.3745863649825205
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,3,18.29999999999999,3.2137258064197245,3.1745675612462687,1.1262317560250639,0,2.4108794468598806,4.342731638071882
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,4,19.900000000000013,2.4903765822571415,3.410513555159993,1.290308595008581,0,2.2828338494975244,4.077280271371886
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,5,19.900000000000013,2.545134312341239,3.457394897546856,1.2945481522483098,0,2.30272897165274,4.120059578193524
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,6,18.099999999999987,3.2395483745304436,3.1499329149218482,1.0802493052733366,0,2.424858865129901,4.3737750159537025
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,7,18.29999999999999,3.201902419190214,3.201350336496274,1.1496471889238764,0,2.4095688698290125,4.341058431565414
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,8,18.29999999999999,3.1939857041541724,3.235773686978035,1.1686247842788777,0,2.4192059965090844,4.361388183921776
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,9,19.900000000000013,2.3619926168109515,3.5676411458286443,1.3104628800065325,0,2.3089297811382163,4.137016969504727
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,10,19.900000000000013,2.618458857702957,3.620507876421866,1.289425064943852,0,2.3006163491460114,4.111549322413543
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,11,18.19999999999999,3.2282677917068963,3.1787760582295874,1.1068039123392195,0,2.4358746548556645,4.406244679254405
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,12,18.19999999999999,3.2119991695177688,3.1916081680923973,1.1255114726537525,0,2.4209581117000183,4.365050554374707
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,13,19.500000000000007,2.99842878172613,3.0556300826264944,1.305935793115105,0,2.329142804922674,4.167033968903086
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,14,19.900000000000013,2.3669069802765734,3.5623086702144997,1.2925283973982868,0,2.3055966514725412,4.116770594533489
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,15,18.29999999999999,3.21651269867672,3.224314535458203,1.1486723941991914,0,2.4160097533708433,4.354461104951868
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,16,18.19999999999999,3.2217318469805227,3.133609023528576,1.0902721770424453,0,2.4006590189524237,4.3299745711561695
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,17,18.29999999999999,3.210913217299453,3.232907661441863,1.158054467308467,0,2.421521327401257,4.368616597081785
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,18,19.900000000000013,2.62048886676087,3.586676933469085,1.3067255248788434,0,2.3109170035214044,4.138863261006531
scenario_01,sgan_single_inf1.00,sgan,False,0.0,1.0,19,18.29999999999999,3.1984449277267006,3.221860576394548,1.1576876413310149,0,2.415009450667069,4.350471357783239
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,0,19.80000000000001,2.9564123997784213,3.1662492948094045,1.1672121514457525,0,2.3076938663072104,4.1263436259791995
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,1,19.900000000000013,2.1838385231237494,4.218569660046913,1.8303567407479029,0,2.306286140030323,4.1277597793656255
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,2,19.900000000000013,2.224849765904729,4.242579300314389,1.7628282448716466,0,2.3115450397381068,4.132169199568724
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,3,19.900000000000013,2.240389165107964,4.225389284077714,1.743378229498062,0,2.3010693093900776,4.115957838797387
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,4,19.900000000000013,2.2230567739790645,4.23405644759278,1.766057798687062,0,2.282925582116977,4.07761891726939
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,5,18.19999999999999,3.233231274682661,3.13992510657581,1.092728180278496,0,2.4195417715056755,4.364735336833109
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,6,19.80000000000001,2.9579904489738205,3.1708870582422852,1.1680337493384227,0,2.3178372686126725,4.144160826919465
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,7,19.900000000000013,2.2411641682293864,4.2509855091704205,1.7605608200847156,0,2.2986414088406213,4.10975422893924
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,8,19.900000000000013,2.2234568154307466,4.2303077535285505,1.7697896855220214,0,2.314050349412429,4.140914403067264
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,9,19.900000000000013,2.187898975735524,4.2369351435884415,1.8053813681484292,0,2.30914474785031,4.137473329667519
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,10,19.900000000000013,2.197449580972769,4.21537150854721,1.7955529358111237,0,2.3007723242449205,4.11193909093891
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,11,19.900000000000013,2.2225340974542176,4.240133918902788,1.7643049795639951,0,2.3197957017090234,4.162384626948472
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,12,19.900000000000013,2.241903004301429,4.237005521302577,1.7489525648811421,0,2.3085158653358,4.1283556259357885
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,13,19.900000000000013,2.189478095843067,4.256152616554579,1.8066741596612907,0,2.2984140072511505,4.107608037398437
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,14,19.900000000000013,2.1705021784437046,4.252754379116828,1.8641429790564887,0,2.305747835630695,4.1171555836695575
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,15,19.900000000000013,2.2442839968791133,4.20611696245801,1.7570487468101472,0,2.309304107862988,4.132389938959433
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,16,19.900000000000013,2.2301628592734515,4.202907095856384,1.7495082014397785,0,2.2920062484790344,4.1002652426987165
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,17,19.80000000000001,2.9569393404727635,3.1735186093479357,1.1702214872241725,0,2.3181971534834136,4.153709848424549
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,18,19.900000000000013,2.2231484957335987,4.226413088307349,1.764862458197544,0,2.3110445987818196,4.139194284476593
scenario_01,sgan_single_inf1.10,sgan,False,0.0,1.1,19,19.900000000000013,2.2215098600832675,4.241891515333298,1.7619491631429838,0,2.3059976764944197,4.1248860915948775
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,0,19.900000000000013,2.249396419480776,4.1981657302007545,1.740029221759823,0,2.2987977322636852,4.1101206016508165
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,1,19.900000000000013,2.933514733346887,3.218047929231241,1.24630492560396,0,2.30616801581555,4.127259345993204
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,2,19.900000000000013,2.253163481920362,4.191144363550426,1.7462398209315004,0,2.311556309694506,4.132181589830143
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,3,19.900000000000013,2.2526938532500576,4.211897268400274,1.7620591576252398,0,2.3010734207702894,4.115957288773109
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,4,19.900000000000013,2.268812736750531,4.174613399841704,1.7717766114909668,0,2.282939125630615,4.077626822290209
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,5,19.900000000000013,2.2433058323494,4.218904431455021,1.7526156239174677,0,2.302841864834584,4.1204892783746745
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,6,19.900000000000013,2.256206095143221,4.194331236903704,1.7472805352873477,0,2.308555059211662,4.127134623234252
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,7,19.900000000000013,2.7543288112090387,3.141155317285727,1.9860460275591187,0,2.2980620993008922,4.10843800406356
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,8,19.900000000000013,2.247916994376647,4.238898683742222,1.759238572673905,0,2.314048724925579,4.14090681690984
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,9,19.900000000000013,2.2909412527764266,4.217856068180919,1.7271438306317144,0,2.309144384132226,4.13745666705968
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,10,19.900000000000013,2.2249626766484703,4.221705726565997,1.7619125781222096,0,2.3007697004047802,4.111934965512392
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,11,19.900000000000013,2.2420909014270167,4.250666982136542,1.7631492182477464,0,2.319793026607176,4.1623760139237485
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,12,19.900000000000013,2.2410672728352363,4.25116994131458,1.7635531029714602,0,2.308513166420255,4.128349912184765
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,13,19.900000000000013,2.2580610948462376,4.216857036010584,1.7762581091286203,0,2.2984222960742366,4.10760860356791
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,14,19.900000000000013,2.242540765654168,4.2734410195664605,1.7653731767648466,0,2.305742208143615,4.117145548271896
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,15,19.900000000000013,2.248159187893946,4.210268514986048,1.760022211721403,0,2.3093031963922717,4.132386141828559
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,16,19.900000000000013,2.233728053396841,4.2003307098975835,1.756376674275993,0,2.292007064085418,4.10026483407365
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,17,19.900000000000013,2.256167166097868,4.224819114535888,1.7848834012587793,0,2.3097227146489714,4.138116163210113
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,18,19.70000000000001,2.9798573778774275,3.08235978372095,1.120329170508975,0,2.326996013039683,4.1697494734706355
scenario_01,sgan_single_inf1.20,sgan,False,0.0,1.2,19,19.900000000000013,2.241467184455085,4.267925147624965,1.7656865517082798,0,2.3059904083353397,4.124869956912734
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,0,19.900000000000013,2.4164990970045723,4.1292458885117345,1.6139704267548904,0,2.2987999810571083,4.110095434811225
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,1,19.900000000000013,2.6269964180049317,3.4189534996311206,2.0719397059748523,0,2.3058132436080663,4.12655008267686
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,2,19.900000000000013,2.497544142563411,4.101666508591921,1.5724763417438539,0,2.311541591314002,4.132109863736691
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,3,19.900000000000013,2.3183246277790257,4.166110032015526,1.721509189516792,0,2.301078656317741,4.115952842321974
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,4,19.900000000000013,2.481651544696467,4.084520900217776,1.5784858611622983,0,2.2829405537022636,4.077596978622002
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,5,19.900000000000013,2.4049375946259817,4.164190313615351,1.6377370162122629,0,2.30283954937154,4.120456030548606
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,6,19.900000000000013,2.404216968445459,4.162168871817844,1.6222524596201067,0,2.308551670643901,4.127107646275136
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,7,18.9,3.1150996125543315,3.4411446335798046,1.212413835295862,0,2.372253167545524,4.2578505861487805
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,8,19.900000000000013,2.2901746115350377,4.217996675160807,1.7447724112966212,0,2.314050512860354,4.140896090148852
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,9,19.900000000000013,2.4910219816471932,4.1317434593956355,1.5823147185416755,0,2.309142060715001,4.137421708053845
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,10,19.900000000000013,2.41101903281238,4.133424445943982,1.6208500999727364,0,2.3007736327086126,4.1119141968779065
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,11,19.900000000000013,2.313568359609004,4.200626067530173,1.714211342057067,0,2.3197994470057424,4.162370289666339
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,12,19.900000000000013,2.3031550484167282,4.164266488540074,1.7260464796963444,0,2.308533593321516,4.128370703058567
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,13,19.900000000000013,2.4656003995258438,4.135343179751066,1.5921878994586982,0,2.2984257109701565,4.107580001213584
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,14,19.0,3.0932999262299723,3.50670510623539,1.2458136208461932,0,2.3683230729709583,4.243456556577608
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,15,19.900000000000013,2.3026367661539378,4.166319833885395,1.7317740392348522,0,2.309310515706801,4.132385882532609
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,16,19.900000000000013,2.3213154016295463,4.137084672125173,1.7092142035868563,0,2.29201421149696,4.100257686641548
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,17,19.900000000000013,2.311457554423775,4.192234598193087,1.7133954090649113,0,2.309725459072048,4.138115231299476
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,18,19.900000000000013,2.4077983344316674,4.147176289750601,1.6234126136343727,0,2.311047097410832,4.1391654264722835
scenario_01,sgan_single_inf1.35,sgan,False,0.0,1.35,19,19.900000000000013,2.4082821933443963,4.15999135616633,1.6297326170307167,0,2.3060034785093384,4.124861958355494
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,0,19.900000000000013,2.4848526300041986,4.077576588145239,1.578369015673244,0,2.298801540792468,4.110080931839245
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,1,19.0,3.1061047154084833,3.436439442032113,1.2049305870890967,0,2.3705689586848195,4.256180701904809
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,2,19.900000000000013,2.2243160704630793,4.222600874776389,1.7098636119730612,0,2.311545493193891,4.132183118524689
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,3,19.900000000000013,2.494844969958932,4.109263366217974,1.5921712231322593,0,2.301068038588222,4.1159063842739645
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,4,19.900000000000013,2.220305692616632,4.236793494918777,1.6975790946059206,0,2.282915579202274,4.077611188952348
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,5,18.799999999999997,3.1172161091725594,3.4315185350617927,1.1676899295717682,0,2.3833735422539695,4.282676866842399
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,6,18.9,3.0999005999976834,3.471517139966605,1.216178067581584,0,2.383176212881414,4.27590242816797
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,7,19.900000000000013,2.2137577865128746,4.282069521457506,1.7253651405997144,0,2.2986303993421027,4.109751358433398
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,8,19.900000000000013,2.228919563839182,4.266213013525592,1.7074797702863005,0,2.3140337241214977,4.14089488261895
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,9,19.900000000000013,2.269678629445638,4.235547741369182,1.6962496289747584,0,2.309139956981731,4.137459369775705
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,10,19.900000000000013,2.3828552793980693,3.9810464790961198,1.7964614110347357,0,2.3008117189559076,4.111968024471425
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,11,19.900000000000013,2.4977743485233947,4.107412442487294,1.5784739216853834,0,2.3197970559238814,4.162330403388263
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,12,19.900000000000013,2.4915982586760035,4.145965216644187,1.5825123797774674,0,2.3085227488796476,4.128325426960086
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,13,19.0,3.1036274110555726,3.4723938964133465,1.2232648628814946,0,2.363240873091464,4.237223919482635
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,14,19.0,3.093975350517055,3.500537235561073,1.2420945704166155,0,2.3683215192106735,4.243452421962836
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,15,19.900000000000013,2.6490530098481884,3.3698185761921344,2.246305478118975,0,2.308822649469745,4.131223910172905
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,16,19.900000000000013,2.528027163693299,3.830231523900124,1.6519718958734875,0,2.2920522439020394,4.10024029903538
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,17,18.9,3.111496302095445,3.4558667445991262,1.201629048894938,0,2.3839542281154333,4.285379995171791
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,18,19.900000000000013,2.4609705099542536,4.172603148760224,1.5981674541648505,0,2.311037547605938,4.13914049482031
scenario_01,sgan_single_inf1.50,sgan,False,0.0,1.5,19,19.0,3.102104435182374,3.507377919111076,1.2403159561582864,0,2.3725082804641837,4.25682564159602
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,0,20.000000000000014,2.4374470273705944,2.037412286540647,0.6338524102065751,0,2.013836308032476,3.6083567396325753
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,1,20.30000000000002,2.4094150407020742,1.8335214570340164,0.5741541521409573,0,2.015275049418654,3.6060311185504874
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,2,19.300000000000004,2.532798322882046,1.9961587811820563,0.8102182939284454,0,2.0231556212065054,3.627722760488604
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,3,20.000000000000014,2.44942249202929,1.8786688654411066,0.6213058385184995,0,2.008570933331151,3.5907808543005673
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,4,19.900000000000013,2.4645180101209045,1.8849333923793612,0.6384900764232119,0,2.0152929223115934,3.606194987513119
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,5,20.000000000000014,2.444840301381628,2.0029006653159036,0.6219850056886013,0,2.0183617668574474,3.607514437831723
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,6,19.1,2.5680181666011093,1.7700904975144824,0.4680699418175703,0,2.006803673372854,3.5904132631339363
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,7,20.30000000000002,2.4061090398232263,1.9965491221406153,0.563453226573277,0,2.016732836939791,3.607952232088407
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,8,19.400000000000006,2.522985771802045,1.9363011419992842,0.7500252108416902,0,2.006399117275707,3.5899246936722036
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,9,19.900000000000013,2.45673417887242,1.911024217357305,0.6548548224299531,0,2.014346560329917,3.607443456460908
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,10,23.90000000000007,2.0494249647462723,1.484941564564306,0.19158728895407887,0,1.9137188170758934,3.4073023668879845
scenario_02,lstm_robust_eps0.0,lstm,True,0.0,1.0,11,19.500000000000007,2.5088506250875726,1.9660763918992963,0.7504131270195108,0,2.013379224976428,3.5981745137290195
